=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2024.05.12 18:12:55 =~=~=~=~=~=~=~=~=~=~=~=
0:0:1:321;0.0473;-9.9652;-0.8192;0.0810;-5.7491;-12.6288;2;
0:0:1:331;0.1103;-9.8462;-0.7475;0.4130;-4.4164;-12.1769;2;
0:0:1:341;0.1509;-9.8648;-0.6241;0.4962;-4.2283;-11.6532;2;
0:0:1:351;0.1379;-9.9659;-0.4566;0.6387;-5.1075;-10.9883;2;
0:0:1:361;0.1026;-9.9374;-0.3365;0.9377;-6.7414;-10.2344;2;
0:0:1:371;0.0356;-9.7730;-0.3552;1.1557;-8.8494;-9.6170;2;
0:0:1:381;-0.0662;-9.6475;-0.4718;1.1559;-11.1503;-9.2013;2;
0:0:1:391;-0.0877;-9.6536;-0.5830;1.0132;-13.2035;-8.7687;2;
0:0:1:401;0.0458;-9.7318;-0.6436;0.8738;-14.5220;-8.1481;2;
0:0:1:411;0.2221;-9.7759;-0.6718;0.8536;-15.0324;-7.4872;2;
0:0:1:421;0.2981;-9.7608;-0.6697;0.8881;-15.1481;-7.0348;2;
0:0:1:431;0.3013;-9.7831;-0.6057;0.8817;-15.0529;-6.8114;2;
0:0:1:441;0.3278;-9.8752;-0.5118;0.9044;-14.4378;-6.6736;2;
0:0:1:451;0.3292;-9.8947;-0.4656;0.9477;-13.3833;-6.5350;2;
0:0:1:461;0.2122;-9.7787;-0.4858;0.8094;-12.7068;-6.3982;2;
0:0:1:471;0.0844;-9.6826;-0.5256;0.4267;-12.8048;-6.3038;2;
0:0:1:481;0.2097;-9.7639;-0.5138;0.2199;-12.6407;-6.3729;2;
0:0:1:491;0.6300;-9.9800;-0.4237;0.7206;-10.5923;-6.7352;2;
0:0:1:501;0.9566;-10.1165;-0.3197;1.6904;-6.5709;-7.2288;2;
0:0:1:511;0.7736;-10.0249;-0.3015;2.3102;-2.6857;-7.4896;2;
0:0:1:521;0.1731;-9.7983;-0.3958;2.2389;-1.1727;-7.4899;2;
0:0:1:531;-0.3629;-9.6325;-0.5264;1.8089;-2.2037;-7.6155;2;
0:0:1:541;-0.5295;-9.6144;-0.5938;1.4046;-4.3013;-8.0560;2;
0:0:1:551;-0.3997;-9.7181;-0.5520;1.1289;-6.0284;-8.4303;2;
0:0:1:561;-0.1735;-9.8693;-0.4485;0.9357;-6.7115;-8.4345;2;
0:0:1:571;0.0243;-9.9721;-0.3637;0.7522;-6.3450;-8.5159;2;
0:0:1:581;0.1643;-9.9939;-0.2981;0.5152;-5.0310;-9.2516;2;
0:0:1:591;0.2086;-9.9823;-0.2429;0.2689;-2.8907;-10.5492;2;
0:0:1:601;0.0396;-9.9449;-0.2342;0.1036;-0.7343;-12.0228;2;
0:0:1:611;-0.3382;-9.8621;-0.2590;0.0280;0.3284;-13.5227;2;
0:0:1:621;-0.6979;-9.7809;-0.3082;0.0673;-0.1722;-14.8718;2;
0:0:1:631;-0.8941;-9.7237;-0.4496;0.2314;-2.7523;-15.5943;2;
0:0:1:641;-0.8868;-9.5898;-0.6896;0.3038;-8.3720;-15.3190;2;
0:0:1:651;-0.3824;-9.3613;-0.8959;-0.0102;-15.6762;-14.2710;2;
0:0:1:661;0.9063;-9.3196;-0.9712;-0.5076;-19.5520;-13.0046;2;
0:0:1:671;2.5016;-9.7121;-0.9077;-0.3950;-15.8926;-11.7706;2;
0:0:1:681;3.3401;-10.2673;-0.6739;0.6294;-6.8075;-10.4174;2;
0:0:1:691;2.8933;-10.4717;-0.3485;1.7393;1.3334;-8.6625;2;
0:0:1:701;1.6624;-10.2516;-0.1588;2.1948;3.8968;-6.4046;2;
0:0:1:711;0.5506;-9.9644;-0.1783;2.2473;0.4761;-4.1407;2;
0:0:1:721;0.0501;-9.8540;-0.2678;2.2819;-6.4025;-2.6798;2;
0:0:1:731;0.1132;-9.8904;-0.3171;2.2361;-12.8426;-2.2236;2;
0:0:1:741;0.5253;-10.0162;-0.3150;2.1860;-15.0981;-2.4039;2;
0:0:1:751;1.0351;-10.1915;-0.2804;2.4973;-11.6384;-2.9521;2;
0:0:1:761;1.2797;-10.2811;-0.2473;3.1738;-4.5233;-3.7610;2;
0:0:1:771;0.9754;-10.2049;-0.2424;3.8243;1.8346;-4.6175;2;
0:0:1:781;0.2511;-10.0664;-0.2663;4.2358;4.0879;-5.2197;2;
